Sentence_ID,Token,POS,Selected_Synset
138,product,NN,product.n.01
138,or,CC,
138,content,NN,content.n.01
138,to,TO,
138,users,NNS,user.n.01
138,.,,
139,Developers,NNS,developer.n.01
139,providers,NNS,provider.n.01
139,deployers,NNS,
139,and,CC,
139,users,NNS,user.n.01
139,of,IN,
139,artiﬁcial,JJ,artificial.a.01
139,intelligence,NN,intelligence.n.01
139,systems,NNS,system.n.01
139,have,VBP,have.v.01
139,the,DT,
139,responsibility,NN,responsibility.n.01
139,to,TO,
139,ensure,VB,ensure.v.01
139,safety,NN,safety.n.01
139,security,NN,security.n.01
139,and,CC,
139,reliability,NN,reliability.n.01
139,and,CC,
139,to,TO,
139,promptly,RB,promptly.r.01
139,detect,VB,detect.v.01
139,and,CC,
139,remedy,VB,remedy.v.01
139,incidents,NNS,incident.n.01
139,capable,JJ,capable.a.01
139,of,IN,
139,causing,VBG,cause.v.01
139,harm,NN,harm.n.01
139,to,TO,
139,people,NNS,person.n.01
139,property,NN,property.n.01
139,data,NNS,data.n.01
139,or,CC,
139,social,JJ,social.a.01
139,order,NN,order.n.01
139,.,,
140,Competent,JJ,competent.a.01
140,state,NN,state.n.01
140,management,NN,management.n.01
140,agencies,NNS,agency.n.01
140,shall,MD,
140,receive,VB,receive.v.01
140,verify,VB,verify.v.01
140,and,CC,
140,guide,VB,guide.v.01
140,the,DT,
140,handling,NN,handling.n.01
140,of,IN,
140,incidents,NNS,incident.n.01
140,;,,
140,when,WRB,
140,necessary,JJ,necessary.a.01
140,they,PRP,
140,have,VBP,have.v.01
140,the,DT,
140,right,NN,right.n.01
140,to,TO,
140,request,VB,request.v.01
140,temporary,JJ,temporary.a.01
140,suspension,NN,suspension.n.01
140,recall,VB,recall.v.01
140,or,CC,
140,re-evaluation,NN,reevaluation.n.01
140,of,IN,
140,the,DT,
140,system,NN,system.n.01
140,.,,
141,Reporting,NN,reporting.n.01
141,and,CC,
141,handling,NN,handling.n.01
141,of,IN,
141,incidents,NNS,incident.n.01
141,are,VBP,be.v.02
141,carried,VBN,carry.v.01
141,out,RB,
141,via,IN,
141,the,DT,
141,one-stop,JJ,
141,electronic,JJ,electronic.a.01
141,portal,NN,portal.n.01
141,for,IN,
141,artiﬁcial,JJ,artificial.a.01
141,intelligence,NN,intelligence.n.01
141,.,.,
142,The,DT,
142,Government,NN,government.n.01
142,regulates,VBZ,regulate.v.01
142,the,DT,
142,reporting,NN,reporting.n.01
142,and,CC,
142,responsibilities,NNS,responsibility.n.01
142,of,IN,
142,relevant,JJ,relevant.a.01
142,agencies,NNS,agency.n.01
142,organizations,NNS,organization.n.01
142,and,CC,
142,individuals,NNS,individual.n.01
142,appropriate,JJ,appropriate.a.01
142,to,IN,
142,the,DT,
142,severity,NN,severity.n.01
142,of,IN,
142,the,DT,
142,incident,NN,incident.n.01
142,and,CC,
142,the,DT,
142,scope,NN,scope.n.01
142,of,IN,
142,influence,NN,influence.n.01
142,of,IN,
142,the,DT,
142,artificial,JJ,artificial.a.01
142,intelligence,NN,intelligence.n.01
142,system,NN,system.n.01
143,High-risk,JJ,high-risk.a.01
143,artiﬁcial,JJ,artificial.a.01
143,intelligence,NN,intelligence.n.01
143,systems,NNS,system.n.02
143,must,MD,
143,undergo,VB,undergo.v.01
143,conformity,NN,conformity.n.01
143,assessment,NN,assessment.n.01
143,according,IN,
143,to,IN,
143,the,DT,
143,provisions,NNS,provision.n.01
143,of,IN,
143,this,DT,
143,Law,NN,law.n.01
143,before,IN,
143,being,VBG,be.v.01
143,put,VBN,put.v.01
143,into,IN,
143,use,NN,use.n.01
143,or,CC,
143,when,WRB,
143,there,RB,
143,are,VBP,be.v.02
143,signiﬁcant,JJ,significant.a.01
143,changes,NNS,change.n.01
143,during,IN,
143,use,NN,use.n.01
143,.,.,
144,In,IN,
144,cases,NNS,case.n.01
144,where,WRB,
144,there,RB,
144,are,VBP,be.v.02
144,standards,NNS,standard.n.01
144,or,CC,
144,technical,JJ,technical.a.01
144,regulations,NNS,regulation.n.01
144,on,IN,
144,artiﬁcial,JJ,artificial.a.01
144,intelligence,NN,intelligence.n.01
144,systems,NNS,system.n.01
144,conformity,NN,conformity.n.01
144,assessment,NN,assessment.n.01
144,must,MD,
144,also,RB,
144,be,VB,be.v.02
144,performed,VBN,perform.v.01
144,according,IN,
144,to,TO,
144,the,DT,
144,law,NN,law.n.01
144,on,IN,
144,standards,NNS,standard.n.01
144,and,CC,
144,technical,JJ,technical.a.01
144,regulations,NNS,regulation.n.01
144,.,.,
145,The,DT,
145,Prime,NNP,prime.n.01
145,Minister,NN,minister.n.01
145,stipulates,VBZ,stipulate.v.01
145,the,DT,
145,List,NN,list.n.01
145,of,IN,
145,high-risk,JJ,high-risk.a.01
145,artiﬁcial,JJ,artificial.a.01
145,intelligence,NN,intelligence.n.01
145,systems,NNS,system.n.01
145,including,VBG,include.v.01
145,the,DT,
145,list,NN,list.n.01
145,of,IN,
145,systems,NNS,system.n.01
145,requiring,VBG,require.v.01
145,conformity,NN,conformity.n.01
145,certiﬁcation,NN,certification.n.01
145,before,IN,
145,being,VBG,be.v.02
145,put,VBN,put.v.01
145,into,IN,
145,use,NN,use.n.01
145,.,.,
146,Organizations,NN,organization.n.01
146,performing,VBG,perform.v.01
146,conformity,NN,conformity.n.01
146,assessment,NN,assessment.n.01
146,or,CC,
146,verification,NN,verification.n.01
146,of,IN,
146,artificial,JJ,artificial.a.01
146,intelligence,NN,intelligence.n.01
146,systems,NNS,system.n.01
146,must,MD,
146,ensure,VB,ensure.v.01
146,independence,NN,independence.n.01
146,possess,VB,possess.v.01
146,sufficient,JJ,sufficient.a.01
146,technical,JJ,technical.a.01
146,capacity,NN,capacity.n.01
146,according,IN,
146,to,TO,
146,regulations,NNS,regulation.n.01
146,and,CC,
146,be,VB,be.v.02
146,subject,JJ,subject.a.01
146,to,IN,
146,periodic,JJ,periodic.a.01
146,supervision,NN,supervision.n.01
146,by,IN,
146,competent,JJ,competent.a.01
146,state,NN,state.n.01
146,agencies,NNS,agency.n.01
147,Users,NN,user.n.01
147,of,IN,
147,high-risk,JJ,high-risk.a.01
147,artificial,JJ,artificial.a.01
147,intelligence,NN,intelligence.n.01
147,systems,NN,system.n.01
147,have,VBP,have.v.01
147,the,DT,
147,responsibility,NN,responsibility.n.01
147,to,TO,
147,comply,VB,comply.v.01
147,with,IN,
147,operating,JJ,operating.a.01
147,procedures,NNS,procedure.n.01
147,technical,JJ,technical.a.01
147,instructions,NNS,instruction.n.01
147,and,CC,
147,safety,NN,safety.n.01
147,measures,NNS,measure.n.01
147,;,,
147,not,RB,
147,to,TO,
147,interfere,VB,interfere.v.01
147,illegally,RB,illegally.r.01
147,to,TO,
147,change,VB,change.v.01
147,system,NN,system.n.01
147,features,NNS,feature.n.01
147,and,CC,
147,to,TO,
147,promptly,RB,promptly.r.01
147,notify,VB,notify.v.01
147,incidents,NNS,incident.n.01
147,to,TO,
147,the,DT,
147,deployer,NN,
148,Accountability,NN,accountability.n.01
148,must,MD,
148,be,VB,be.v.02
148,appropriate,JJ,appropriate.a.01
148,to,IN,
148,the,DT,
148,technical,JJ,technical.a.01
148,capabilities,NNS,capability.n.01
148,of,IN,
148,the,DT,
148,system,NN,system.n.01
148,and,CC,
148,not,RB,
148,disclose,VB,disclose.v.01
148,business,NN,business.n.01
148,secrets,NNS,secret.n.01
148,according,IN,
148,to,IN,
148,law,NN,law.n.01
148,.,,
149,Encourage,VB,encourage.v.01
149,providers,NNS,provider.n.01
149,and,CC,
149,deployers,NNS,
149,to,TO,
149,participate,VB,participate.v.01
149,in,IN,
149,civil,JJ,civil.a.01
149,liability,NN,liability.n.01
149,insurance,NN,insurance.n.01
149,or,CC,
149,apply,VB,apply.v.01
149,other,JJ,other.a.01
149,appropriate,JJ,appropriate.a.01
149,obligation,NN,obligation.n.01
149,guarantee,NN,guarantee.n.01
149,measures,NNS,measure.n.01
149,to,TO,
149,promptly,RB,promptly.r.01
149,remedy,VB,remedy.v.01
149,incidents,NNS,incident.n.01
149,and,CC,
149,compensate,VB,compensate.v.01
149,for,IN,
149,damages,NNS,damage.n.01
150,Foreign,JJ,foreign.a.01
150,providers,NNS,provider.n.01
150,having,VBG,have.v.01
150,high-risk,JJ,high-risk.a.01
150,artificial,JJ,artificial.a.01
150,intelligence,NN,intelligence.n.01
150,systems,NNS,system.n.01
150,provided,VBN,provide.v.01
150,in,IN,
150,Vietnam,NNP,Vietnam.n.01
150,must,MD,
150,have,VB,have.v.01
150,a,DT,
150,legal,JJ,legal.a.01
150,contact,NN,contact.n.01
150,point,NN,point.n.01
150,in,IN,
150,Vietnam,NNP,Vietnam.n.01
150,;,,
150,in,IN,
150,cases,NNS,case.n.01
150,where,WRB,
150,the,DT,
150,system,NN,system.n.01
150,requires,VBZ,require.v.01
150,mandatory,JJ,mandatory.a.01
150,conformity,NN,conformity.n.01
150,certification,NN,certification.n.01
150,before,IN,
150,use,NN,use.n.01
150,they,PRP,
150,must,MD,
150,have,VB,have.v.01
150,a,DT,
150,commercial,JJ,commercial.a.01
150,presence,NN,presence.n.01
150,or,CC,
150,an,DT,
150,authorized,JJ,authorized.a.01
150,representative,NN,representative.n.01
150,in,IN,
150,Vietnam,NNP,Vietnam.n.01
150,.,,
